AREA,CIUDAD,ZONA,SECTOR,VIVIENDA,HOGAR,PERSONA,P02,P05A,P06,P09,P10,P11,P12B,P16,P18,P20C,P21,P23,P24,P25,P26,Partpropi,Partconvi,Partmedio,Partafijue,Partespen,Partdepor,Partdomin,Partdomex,Partcuida,PartiVolunComuni,Partdomto,Partrabajo,Partbusco,PartiAutoconsum,Partremuto,PartiTTT,ocupado,desocup,Etnia,id_upm,id_hogar,id_per,ciudades,provin,rn,dominio,fexp
1,10150,14,5,8,1,2,1,1,6,1,2, ,9,12, , ,11,3, , , ,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,8,1,3,1,1,6,1,1, ,9,12, , ,11,3, , , ,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,9,1,5,2,10, ,1,1, ,4,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,9,1,6,1,10, ,1,1, ,2,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,9,1,3,1,10,6,1,5, ,3, , , , , ,6190,1420,5,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,9,1,4,2,10,6,1,5, ,1,12, , ,11,3, , , ,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,9,1,1,1,10,5,2, ,5,5, , , , , ,6910,2611,5,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,9,1,2,2,10,5,2, ,5,6, , , , , ,1410,5249,5,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,10,1,3,2,10,6,1,1, ,1,12, , ,11,3, , , ,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1, ,0,5,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,10,1,4,1,10,6,1,1, ,0,12, , ,11,3, , , ,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1, ,0,5,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,10,1,1,1,10,1,1,3, ,5, , , , , ,3510,7411,2,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,0,5,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,10,1,2,2,10,1,2, ,8,3,12, , ,11,4, , , ,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,11,1,5,2,10, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, ,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,11,1,1,1,1,1,2, ,5,4, , , , , ,8521,2330,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,11,1,2,2,1,1,1,6, ,3,12, , ,11,3, , , ,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,11,1,3,1,10,1,1,1, ,2,12, , ,11,3, , , ,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,11,1,4,2,10,1,1,1, ,2,12, , ,6, , , , ,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,13,1,7,1,10, ,1,1, ,5,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,13,1,8,2,10, ,1,1, ,4,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,13,1,1,1,10,1,2, ,3,6, , , , , ,2599,7314,5,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,13,1,2,2,10,1,2, ,3,6,12, , ,3, , , , ,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,13,1,3,1,10,6,1,3, ,3,12, , ,11,3, , , ,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,13,1,4,1,10,6,1,3, ,2, , , , , ,4630,9333,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,13,1,5,2,10,6,1,3, ,8,12, , ,3, , , , ,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,13,1,6,2,10,6,1,3, ,8,12, , ,11,3, , , ,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,14,1,4,1,10, ,1,1, ,4,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,14,1,5,1,10, ,1,1, ,1,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,14,1,1,1,10,1,2, ,5,4, , , , , ,4711,5221,5,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,14,1,2,2,10,1,2, ,5,4, , , , , ,4711,5221,5,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,14,1,3,2,10,6,1,1, ,8,12, , ,11,3, , , ,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,15,1,3,2,1, ,1,1, ,4,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,15,1,4,1,1, ,1,1, ,0,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,15,1,5,2,1, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, ,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,15,1,1,1,1,1,2, ,5,3, , ,1, , ,2511,7214,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,14,5,15,1,2,2,10,1,2, ,8,6,12, , ,11,4, , , ,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1, ,0,4,10150014005,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,1,1,1,1,1,1,2, ,5,6, , , , , ,2730,8121,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,1,1,2,2,10,1,2, ,5,6, , , , , ,3100,7532,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,1,1,3,2,10,6,1,5, ,2,12, , ,11,3, , , ,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,1,1,4,1,10,6,1,5, ,1,12, , ,11,3, , , ,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,1,1,5,2,10,6,1,2, ,3,12, , ,11,3, , , ,2,1,1,2,1,2,1,2,2,2,1,2,2,1,1,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,1,1,6,2,1,6,1,2, ,8,12, , ,11,3, , , ,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,2,1,5,1,2, ,1,1, ,4,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,2,1,2,2,10,1,2, ,5,6, , , , , ,3100,5211,5,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,2,1,1,1,2,1,2, ,5,6, , , , , ,3100,7532,5,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,2,1,3,2,10,6,1,3, ,4,12, , ,11,3, , , ,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,2,1,4,1,10,6,1,5, ,1,12, , ,11,3, , , ,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,3,1,6,1,10, ,1,1, ,5,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,3,1,7,2,10, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, ,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,3,1,1,1,1,1,2, ,1,3, , ,24, , ,4530,3322,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,3,1,2,2,10,1,2, ,5,3, , , , , ,4711,5211,5,2,1,2,2,2,1,1,1,1,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,3,1,5,1,10,6,1,1, ,2,12, , ,11,3, , , ,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,3,1,3,2,1,6,2, ,5,6, , , , , ,1812,7321,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,3,1,4,2,1,6,2, ,5,6, , , , , ,1812,7321,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,5,1,6,2,10, ,1,1, ,6,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,5,1,7,1,10, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, ,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,5,1,1,1,10,1,2, ,3,6, , , , , ,5610,9411,5,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,5,1,2,2,10,1,2, ,3,6, , , , , ,5610,9411,5,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,5,1,3,1,1,6,2, ,3,3, , , , , ,4322,8212,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,5,1,4,2,10,6,2, ,3,3,12, , ,3, , , , ,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,5,1,5,1,10,6,1,6, ,7,12, , ,11,3, , , ,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,6,1,3,2,10, ,1,1, ,5,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,6,1,4,1,10, ,1,1, ,3,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,6,1,5,1,10, ,1,1, ,1,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,6,1,1,1,1,1,2, ,3,6, , , , , ,3100,7522,4,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,6,1,2,2,10,1,2, ,3,6,12, , ,11,4, , , ,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,7,1,1,1,10,1,2, ,5,3, , , , , ,4100,9313,3,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,7,1,2,2,10,1,2, ,3,3,12, , ,11,4, , , ,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,7,1,3,1,10,6,2, ,5,6, , , , , ,4322,8171,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,7,1,5,2,10,6,1,1, ,1,12, , ,11,3, , , ,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,7,1,4,2,10,6,2, ,11,3,12, , ,3, , , , ,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,8,1,3,1,1, ,1,1, ,6,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,8,1,4,2,1, ,1,1, ,1,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,8,1,1,1,1,1,2, ,5,4, , , , , ,4520,7231,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,8,1,2,2,1,1,2, ,5,4, , , , , ,4772,9321,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,9,1,1,1,10,1,2, ,5,6, , ,1, , ,4922,8331,5,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,9,1,2,2,10,1,2, ,5,6, , , , , ,9601,9121,5,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,10,1,4,1,10, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, ,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,10,1,1,1,10,5,2, ,1,6, , , , , ,2513,8211,5,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,10,1,2,2,10,5,2, ,1,6, , , , , ,4781,5211,5,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,10,1,3,2,10,6,1,3, ,3,12, , ,11,3, , , ,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,11,1,3,2,10, ,1,1, ,0,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,11,1,4,2,10, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, ,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,11,1,5,1,10, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, ,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,11,1,2,2,10,1,2, ,5,5, , , , , ,1311,7533,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,11,1,1,1,10,1,2, ,5,6, , , , , ,3100,7522,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,12,1,1,2,1,5,2, ,3,6, , , , , ,1104,8160,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,12,1,3,2,1,6,1,1, ,10,12, , ,11,3, , , ,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,12,1,4,1,1,6,1,1, ,9,12, , ,11,3, , , ,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,12,1,2,1,1,5,2, ,3,6, , , , , ,4520,7231,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,13,1,1,1,10,1,2, ,1,4, , , , , ,113,9211,3,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,15,11,13,1,2,2,10,1,2, ,1,6,12, , ,11,4, , , ,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1, ,0,4,10150015011,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,2,1,1,2,1,2,2, ,12,5, , , , , ,5610,5120,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,2,1,2,1,1,6,1,6, ,5, , , , , ,4921,2511,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,2,1,3,1,1,6,2, ,5,3, , , , , ,4510,9621,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,3,1,1,1,1,1,2, ,5,6, , , , , ,4210,4110,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,3,1,2,2,2,1,2, ,8,6,12, , ,11,4, , , ,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,3,1,3,1,1,6,1,1, ,2,12, , ,11,3, , , ,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,4,1,3,2,10,6,1,1, ,1,12, , ,11,3, , , ,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,4,1,4,2,1,6,1,1, ,2,12, , ,11,3, , , ,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,4,1,1,1,1,1,2, ,2,5, , ,2, , ,2392,1321,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,4,1,2,2,10,1,2, ,3,6,12, , ,11,4, , , ,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,5,1,1,1,4,5,2, ,5,6, , , , , ,8423,5412,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,5,1,2,2,1,5,2, ,5,1, , , , , ,4772,5221,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,6,1,4,1,10,6,2, ,3,6,12, , ,2, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,6,1,5,1,10, ,1,1, ,5,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,6,1,6,2,1, ,1,1, ,5,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,6,1,7,1,1, ,1,1, ,1,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,6,1,1,2,10,1,2, ,1,6,12, , ,11,4, , , ,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,6,1,2,2,1,1,2, ,5,6, , ,1, , ,8121,9112,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,6,1,3,1,10,6,2, ,3,6,12, , ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,7,1,4,1,1, ,1,1, ,5,12, , ,11,3, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,7,1,1,1,1,1,2, ,5,6, , , , , ,4721,8332,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,7,1,2,2,1,1,2, ,5,2, , , , , ,6910,9112,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,7,1,3,2,1,6,2, ,3,5, , , , , ,8610,2221,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,8,1,1,1,2,1,2, ,5,5, , , , , ,4321,7411,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,8,1,3,1,10,6,2, ,3,1, , , , , ,4321,7411,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
1,10150,17,7,8,1,2,2,2,1,2, ,8,4,12, , ,11,4, , , ,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1, ,0,4,10150017007,1.02E+16,1.02E+18, ,1,1,1,179.699.512.808.424
